Date,Year,Month,Day,Repeat,ID,Transaction_ID_sub,Transaction_ID,Category,Quant,Price
2019/8/22,2019,8,22,2,1900268,1900268_2,1900268_2_1,b,2,900
2019/8/22,2019,8,22,2,1900268,1900268_2,1900268_2_2,d,3,2000
2019/2/10,2019,2,10,1,1900269,1900269_1,1900269_1_1,d,3,2500
2019/4/9,2019,4,9,1,1900270,1900270_1,1900270_1_1,d,1,2750
2019/4/9,2019,4,9,1,1900270,1900270_1,1900270_1_2,b,1,750
2019/2/18,2019,2,18,1,1900271,1900271_1,1900271_1_1,d,1,2000
2019/2/18,2019,2,18,1,1900271,1900271_1,1900271_1_2,c,1,1500
2019/6/29,2019,6,29,1,1900272,1900272_1,1900272_1_1,a,2,1600
2019/4/6,2019,4,6,1,1900273,1900273_1,1900273_1_1,d,2,2000
2019/4/6,2019,4,6,1,1900273,1900273_1,1900273_1_2,b,3,750
2019/5/5,2019,5,5,1,1900274,1900274_1,1900274_1_1,a,2,1400
2019/5/5,2019,5,5,1,1900274,1900274_1,1900274_1_2,d,2,2500
2019/3/28,2019,3,28,2,1900274,1900274_2,1900274_2_1,b,1,800
2019/1/3,2019,1,3,3,1900274,1900274_3,1900274_3_1,a,1,1400
2019/2/4,2019,2,4,4,1900274,1900274_4,1900274_4_1,b,2,750
2019/2/4,2019,2,4,4,1900274,1900274_4,1900274_4_2,d,1,2000
2019/1/23,2019,1,23,1,1900275,1900275_1,1900275_1_1,c,1,1800
2019/2/3,2019,2,3,1,1900276,1900276_1,1900276_1_1,c,1,1750
2019/2/3,2019,2,3,1,1900276,1900276_1,1900276_1_2,d,2,2500
2019/1/15,2019,1,15,2,1900276,1900276_2,1900276_2_1,c,3,1750
2019/1/15,2019,1,15,2,1900276,1900276_2,1900276_2_2,a,3,1400
2019/5/7,2019,5,7,1,1900277,1900277_1,1900277_1_1,c,1,1800
2019/5/7,2019,5,7,1,1900277,1900277_1,1900277_1_2,b,2,900
2019/6/11,2019,6,11,1,1900278,1900278_1,1900278_1_1,a,3,1000
2019/3/11,2019,3,11,1,1900279,1900279_1,1900279_1_1,b,2,750
2019/3/11,2019,3,11,1,1900279,1900279_1,1900279_1_2,d,1,2750
2019/5/25,2019,5,25,1,1900280,1900280_1,1900280_1_1,b,2,600
2019/5/25,2019,5,25,1,1900280,1900280_1,1900280_1_2,c,1,1750
2019/7/14,2019,7,14,2,1900280,1900280_2,1900280_2_1,b,1,750
2019/7/14,2019,7,14,2,1900280,1900280_2,1900280_2_2,d,1,2000
2019/8/22,2019,8,22,1,1900281,1900281_1,1900281_1_1,b,3,600
2019/6/26,2019,6,26,1,1900282,1900282_1,1900282_1_1,c,2,1800
2019/6/26,2019,6,26,1,1900282,1900282_1,1900282_1_2,b,1,800
2019/6/11,2019,6,11,2,1900282,1900282_2,1900282_2_1,c,1,1500
2019/4/17,2019,4,17,3,1900282,1900282_3,1900282_3_1,c,1,1750
2019/4/15,2019,4,15,4,1900282,1900282_4,1900282_4_1,a,1,1000
2019/4/15,2019,4,15,4,1900282,1900282_4,1900282_4_2,b,1,750
2019/3/30,2019,3,30,5,1900282,1900282_5,1900282_5_1,c,1,1750
2019/9/22,2019,9,22,1,1900283,1900283_1,1900283_1_1,a,1,1000
2019/9/22,2019,9,22,1,1900283,1900283_1,1900283_1_2,c,1,1900
2019/12/17,2019,12,17,1,1900284,1900284_1,1900284_1_1,d,1,2000
2019/11/17,2019,11,17,1,1900285,1900285_1,1900285_1_1,a,1,1200
2019/11/17,2019,11,17,1,1900285,1900285_1,1900285_1_2,c,1,1500
2019/1/13,2019,1,13,2,1900285,1900285_2,1900285_2_1,a,1,1000
2019/1/13,2019,1,13,2,1900285,1900285_2,1900285_2_2,c,1,1500
2019/5/26,2019,5,26,1,1900286,1900286_1,1900286_1_1,d,1,2000
2019/9/7,2019,9,7,1,1900287,1900287_1,1900287_1_1,d,1,2000
2019/11/16,2019,11,16,2,1900287,1900287_2,1900287_2_1,c,1,1500
2019/11/16,2019,11,16,2,1900287,1900287_2,1900287_2_2,a,2,1600
2019/4/4,2019,4,4,1,1900288,1900288_1,1900288_1_1,b,2,600
2019/5/25,2019,5,25,2,1900288,1900288_2,1900288_2_1,d,2,2750
2019/5/25,2019,5,25,2,1900288,1900288_2,1900288_2_2,b,1,900
2019/10/22,2019,10,22,1,1900289,1900289_1,1900289_1_1,a,2,1200
2019/10/22,2019,10,22,1,1900289,1900289_1,1900289_1_2,c,1,1500
2019/5/11,2019,5,11,2,1900289,1900289_2,1900289_2_1,c,2,1500
2019/3/8,2019,3,8,3,1900289,1900289_3,1900289_3_1,b,3,600
2019/3/8,2019,3,8,3,1900289,1900289_3,1900289_3_2,a,1,1600
2019/1/7,2019,1,7,1,1900290,1900290_1,1900290_1_1,a,1,1000
2019/1/7,2019,1,7,1,1900290,1900290_1,1900290_1_2,b,2,900
2019/9/20,2019,9,20,2,1900290,1900290_2,1900290_2_1,c,1,1800
2019/9/20,2019,9,20,2,1900290,1900290_2,1900290_2_2,b,1,600
2019/7/13,2019,7,13,3,1900290,1900290_3,1900290_3_1,b,2,750
2019/1/6,2019,1,6,1,1900291,1900291_1,1900291_1_1,c,1,1500
2019/1/6,2019,1,6,1,1900291,1900291_1,1900291_1_2,d,1,3000
2019/2/1,2019,2,1,1,1900292,1900292_1,1900292_1_1,d,1,2500
2019/2/1,2019,2,1,1,1900292,1900292_1,1900292_1_2,c,1,1500
2019/8/21,2019,8,21,1,1900293,1900293_1,1900293_1_1,b,1,600
2019/3/15,2019,3,15,2,1900293,1900293_2,1900293_2_1,d,1,3000
2019/3/15,2019,3,15,2,1900293,1900293_2,1900293_2_2,b,1,600
2019/9/26,2019,9,26,3,1900293,1900293_3,1900293_3_1,a,1,1200
2019/9/26,2019,9,26,3,1900293,1900293_3,1900293_3_2,c,1,1500
2019/1/13,2019,1,13,4,1900293,1900293_4,1900293_4_1,b,1,600
2019/1/13,2019,1,13,4,1900293,1900293_4,1900293_4_2,a,1,1200
2019/1/22,2019,1,22,5,1900293,1900293_5,1900293_5_1,a,2,1400
2019/3/8,2019,3,8,1,1900294,1900294_1,1900294_1_1,a,2,1000
2019/12/1,2019,12,1,1,1900295,1900295_1,1900295_1_1,a,1,1200
2019/2/2,2019,2,2,2,1900295,1900295_2,1900295_2_1,b,2,600
2019/2/2,2019,2,2,2,1900295,1900295_2,1900295_2_2,a,3,1200
2019/5/29,2019,5,29,3,1900295,1900295_3,1900295_3_1,a,1,1200
2019/5/29,2019,5,29,3,1900295,1900295_3,1900295_3_2,c,1,1500
2019/2/13,2019,2,13,4,1900295,1900295_4,1900295_4_1,a,1,1200
2019/2/13,2019,2,13,4,1900295,1900295_4,1900295_4_2,b,1,750
2019/2/15,2019,2,15,5,1900295,1900295_5,1900295_5_1,c,2,1800
2019/2/15,2019,2,15,5,1900295,1900295_5,1900295_5_2,a,1,1000
2019/4/2,2019,4,2,6,1900295,1900295_6,1900295_6_1,a,1,1000
2019/4/2,2019,4,2,6,1900295,1900295_6,1900295_6_2,b,1,750
2019/6/5,2019,6,5,7,1900295,1900295_7,1900295_7_1,c,1,1500
2019/6/5,2019,6,5,7,1900295,1900295_7,1900295_7_2,d,1,2000
2019/4/14,2019,4,14,1,1900296,1900296_1,1900296_1_1,a,1,1000
2019/4/14,2019,4,14,1,1900296,1900296_1,1900296_1_2,b,2,800
2019/1/23,2019,1,23,2,1900296,1900296_2,1900296_2_1,a,1,1000
2019/9/15,2019,9,15,3,1900296,1900296_3,1900296_3_1,b,2,600
2019/3/24,2019,3,24,4,1900296,1900296_4,1900296_4_1,d,1,2500
2019/12/1,2019,12,1,5,1900296,1900296_5,1900296_5_1,a,1,1200
2019/6/29,2019,6,29,6,1900296,1900296_6,1900296_6_1,c,3,1750
2019/5/2,2019,5,2,1,1900297,1900297_1,1900297_1_1,c,2,1750
2019/5/2,2019,5,2,1,1900297,1900297_1,1900297_1_2,b,2,600
2019/5/4,2019,5,4,2,1900297,1900297_2,1900297_2_1,d,1,2500
2019/7/8,2019,7,8,1,1900298,1900298_1,1900298_1_1,c,2,1500
2019/7/8,2019,7,8,1,1900298,1900298_1,1900298_1_2,a,1,1600
2019/4/20,2019,4,20,1,1900299,1900299_1,1900299_1_1,d,1,2000
2019/3/6,2019,3,6,1,1900300,1900300_1,1900300_1_1,c,1,1900
2019/4/27,2019,4,27,1,1900301,1900301_1,1900301_1_1,b,3,750
2019/1/13,2019,1,13,2,1900301,1900301_2,1900301_2_1,b,1,600
2019/1/13,2019,1,13,2,1900301,1900301_2,1900301_2_2,d,3,2000
2019/10/14,2019,10,14,1,1900302,1900302_1,1900302_1_1,c,2,1800
2019/10/14,2019,10,14,1,1900302,1900302_1,1900302_1_2,d,1,2000
2019/8/29,2019,8,29,1,1900303,1900303_1,1900303_1_1,c,3,1750
2019/9/15,2019,9,15,1,1900304,1900304_1,1900304_1_1,c,2,1800
2019/7/29,2019,7,29,1,1900305,1900305_1,1900305_1_1,d,1,2000
2019/7/29,2019,7,29,1,1900305,1900305_1,1900305_1_2,b,1,750
2019/4/24,2019,4,24,1,1900306,1900306_1,1900306_1_1,d,3,2500
2019/7/13,2019,7,13,1,1900307,1900307_1,1900307_1_1,a,3,1000
2019/7/13,2019,7,13,1,1900307,1900307_1,1900307_1_2,d,1,2000
2019/10/9,2019,10,9,1,1900308,1900308_1,1900308_1_1,c,1,1500
2019/10/9,2019,10,9,1,1900308,1900308_1,1900308_1_2,b,1,750
2019/2/22,2019,2,22,1,1900309,1900309_1,1900309_1_1,b,1,900
2019/3/19,2019,3,19,1,1900310,1900310_1,1900310_1_1,c,1,1900
2019/9/8,2019,9,8,1,1900311,1900311_1,1900311_1_1,d,1,2500
2019/1/6,2019,1,6,1,1900312,1900312_1,1900312_1_1,b,2,750
2019/1/6,2019,1,6,1,1900312,1900312_1,1900312_1_2,d,1,2000
2019/6/22,2019,6,22,1,1900313,1900313_1,1900313_1_1,b,1,900
2019/6/22,2019,6,22,1,1900313,1900313_1,1900313_1_2,d,1,2500
2019/5/21,2019,5,21,1,1900314,1900314_1,1900314_1_1,d,1,2500
2019/5/21,2019,5,21,1,1900314,1900314_1,1900314_1_2,a,2,1200
2019/11/7,2019,11,7,2,1900314,1900314_2,1900314_2_1,b,2,900
2019/11/7,2019,11,7,2,1900314,1900314_2,1900314_2_2,a,1,1200
2019/7/15,2019,7,15,1,1900315,1900315_1,1900315_1_1,d,1,2000
2019/2/17,2019,2,17,1,1900316,1900316_1,1900316_1_1,b,1,750
2019/2/17,2019,2,17,1,1900316,1900316_1,1900316_1_2,c,2,1750
2019/3/15,2019,3,15,2,1900316,1900316_2,1900316_2_1,c,2,1750
2019/3/15,2019,3,15,2,1900316,1900316_2,1900316_2_2,b,2,600
2019/8/2,2019,8,2,3,1900316,1900316_3,1900316_3_1,a,1,1200
2019/1/13,2019,1,13,4,1900316,1900316_4,1900316_4_1,a,1,1000
2019/1/13,2019,1,13,4,1900316,1900316_4,1900316_4_2,d,1,2500
2019/4/22,2019,4,22,5,1900316,1900316_5,1900316_5_1,b,1,800
2019/4/20,2019,4,20,1,1900317,1900317_1,1900317_1_1,d,3,2000
2019/5/10,2019,5,10,2,1900317,1900317_2,1900317_2_1,c,2,1500
2019/5/10,2019,5,10,2,1900317,1900317_2,1900317_2_2,d,1,2750
2019/8/9,2019,8,9,3,1900317,1900317_3,1900317_3_1,a,3,1200
2019/8/2,2019,8,2,4,1900317,1900317_4,1900317_4_1,c,1,1500
2019/2/13,2019,2,13,1,1900318,1900318_1,1900318_1_1,a,1,1600
2019/2/13,2019,2,13,1,1900318,1900318_1,1900318_1_2,c,1,1500
2019/9/30,2019,9,30,1,1900319,1900319_1,1900319_1_1,b,1,750
2019/9/30,2019,9,30,1,1900319,1900319_1,1900319_1_2,c,2,1500
2019/5/28,2019,5,28,2,1900319,1900319_2,1900319_2_1,c,1,1500
2019/10/10,2019,10,10,3,1900319,1900319_3,1900319_3_1,a,1,1000
2019/10/10,2019,10,10,3,1900319,1900319_3,1900319_3_2,b,2,600
2019/1/11,2019,1,11,4,1900319,1900319_4,1900319_4_1,a,3,1200
2019/7/6,2019,7,6,5,1900319,1900319_5,1900319_5_1,b,1,600
2019/2/17,2019,2,17,6,1900319,1900319_6,1900319_6_1,b,1,800
2019/2/17,2019,2,17,6,1900319,1900319_6,1900319_6_2,c,2,1500
2019/1/22,2019,1,22,7,1900319,1900319_7,1900319_7_1,c,2,1500
2019/3/15,2019,3,15,1,1900320,1900320_1,1900320_1_1,a,1,1000
2019/3/15,2019,3,15,1,1900320,1900320_1,1900320_1_2,d,3,2500
2019/8/27,2019,8,27,2,1900320,1900320_2,1900320_2_1,d,1,2750
2019/9/15,2019,9,15,1,1900321,1900321_1,1900321_1_1,c,1,1750
2019/9/15,2019,9,15,1,1900321,1900321_1,1900321_1_2,a,2,1200
2019/1/15,2019,1,15,2,1900321,1900321_2,1900321_2_1,d,1,2500
2019/2/14,2019,2,14,1,1900322,1900322_1,1900322_1_1,d,2,2750
2019/2/14,2019,2,14,1,1900322,1900322_1,1900322_1_2,a,1,1600
2019/8/20,2019,8,20,2,1900322,1900322_2,1900322_2_1,b,2,600
2019/4/18,2019,4,18,1,1900323,1900323_1,1900323_1_1,d,1,2000
2019/9/10,2019,9,10,1,1900324,1900324_1,1900324_1_1,b,3,900
2019/5/11,2019,5,11,1,1900325,1900325_1,1900325_1_1,b,1,600
2019/2/10,2019,2,10,2,1900325,1900325_2,1900325_2_1,b,2,900
2019/1/19,2019,1,19,3,1900325,1900325_3,1900325_3_1,b,1,600
2019/9/25,2019,9,25,4,1900325,1900325_4,1900325_4_1,b,2,800
2019/8/17,2019,8,17,1,1900326,1900326_1,1900326_1_1,c,1,1500
2019/8/17,2019,8,17,1,1900326,1900326_1,1900326_1_2,a,1,1400
2019/2/22,2019,2,22,2,1900326,1900326_2,1900326_2_1,c,1,1500
2019/6/9,2019,6,9,3,1900326,1900326_3,1900326_3_1,b,3,750
2019/6/9,2019,6,9,3,1900326,1900326_3,1900326_3_2,a,1,1400
2019/3/30,2019,3,30,1,1900327,1900327_1,1900327_1_1,c,1,1750
2019/4/17,2019,4,17,2,1900327,1900327_2,1900327_2_1,c,3,1750
2019/3/9,2019,3,9,3,1900327,1900327_3,1900327_3_1,b,1,600
2019/3/9,2019,3,9,3,1900327,1900327_3,1900327_3_2,c,1,1500
2019/6/10,2019,6,10,1,1900328,1900328_1,1900328_1_1,b,3,600
2019/8/16,2019,8,16,1,1900329,1900329_1,1900329_1_1,a,1,1000
2019/9/18,2019,9,18,1,1900330,1900330_1,1900330_1_1,c,1,1500
2019/5/16,2019,5,16,1,1900331,1900331_1,1900331_1_1,c,2,1750
2019/5/16,2019,5,16,1,1900331,1900331_1,1900331_1_2,a,3,1000
2019/10/5,2019,10,5,1,1900332,1900332_1,1900332_1_1,d,1,2000
2019/10/5,2019,10,5,1,1900332,1900332_1,1900332_1_2,a,1,1200
2019/10/6,2019,10,6,1,1900333,1900333_1,1900333_1_1,c,1,1500
2019/10/6,2019,10,6,1,1900333,1900333_1,1900333_1_2,d,1,2750
2019/7/9,2019,7,9,1,1900334,1900334_1,1900334_1_1,d,1,2500
2019/7/9,2019,7,9,1,1900334,1900334_1,1900334_1_2,c,3,1500
2019/4/25,2019,4,25,2,1900334,1900334_2,1900334_2_1,c,2,1500
2019/10/1,2019,10,1,1,1900335,1900335_1,1900335_1_1,a,1,1000
2019/10/1,2019,10,1,1,1900335,1900335_1,1900335_1_2,d,3,2500
2019/6/24,2019,6,24,2,1900335,1900335_2,1900335_2_1,b,1,750
2019/6/24,2019,6,24,2,1900335,1900335_2,1900335_2_2,a,1,1200
2019/2/26,2019,2,26,3,1900335,1900335_3,1900335_3_1,a,2,1000
2019/2/26,2019,2,26,3,1900335,1900335_3,1900335_3_2,d,1,2000
2019/7/18,2019,7,18,4,1900335,1900335_4,1900335_4_1,a,1,1000
2019/7/18,2019,7,18,4,1900335,1900335_4,1900335_4_2,b,1,750
2019/11/23,2019,11,23,5,1900335,1900335_5,1900335_5_1,c,3,1500
2019/7/13,2019,7,13,6,1900335,1900335_6,1900335_6_1,b,1,750
2019/7/13,2019,7,13,6,1900335,1900335_6,1900335_6_2,c,3,1750
2019/4/15,2019,4,15,1,1900336,1900336_1,1900336_1_1,a,2,1600
2019/4/15,2019,4,15,1,1900336,1900336_1,1900336_1_2,c,1,1500
2019/9/15,2019,9,15,2,1900336,1900336_2,1900336_2_1,c,2,1500
2019/7/10,2019,7,10,1,1900337,1900337_1,1900337_1_1,b,2,750
2019/5/23,2019,5,23,2,1900337,1900337_2,1900337_2_1,b,2,600
2019/5/23,2019,5,23,2,1900337,1900337_2,1900337_2_2,d,1,2750
2019/1/23,2019,1,23,3,1900337,1900337_3,1900337_3_1,b,3,600
2019/1/23,2019,1,23,3,1900337,1900337_3,1900337_3_2,c,1,1500
2019/2/5,2019,2,5,4,1900337,1900337_4,1900337_4_1,b,1,900
2019/2/5,2019,2,5,4,1900337,1900337_4,1900337_4_2,c,1,1500
2019/2/2,2019,2,2,5,1900337,1900337_5,1900337_5_1,c,1,1800
2019/2/2,2019,2,2,5,1900337,1900337_5,1900337_5_2,a,1,1200
2019/4/22,2019,4,22,1,1900338,1900338_1,1900338_1_1,b,1,600
2019/10/8,2019,10,8,1,1900339,1900339_1,1900339_1_1,a,2,1000
2019/9/4,2019,9,4,2,1900339,1900339_2,1900339_2_1,c,1,1500
2019/7/13,2019,7,13,1,1900340,1900340_1,1900340_1_1,d,1,2750
2019/7/13,2019,7,13,1,1900340,1900340_1,1900340_1_2,c,2,1900
2019/8/13,2019,8,13,1,1900341,1900341_1,1900341_1_1,a,2,1000
2019/8/13,2019,8,13,1,1900341,1900341_1,1900341_1_2,c,2,1500
2019/3/28,2019,3,28,1,1900342,1900342_1,1900342_1_1,b,2,900
2019/3/28,2019,3,28,1,1900342,1900342_1,1900342_1_2,c,1,1500
2019/2/8,2019,2,8,1,1900343,1900343_1,1900343_1_1,b,1,600
2019/2/8,2019,2,8,1,1900343,1900343_1,1900343_1_2,c,1,1750
2019/12/15,2019,12,15,1,1900344,1900344_1,1900344_1_1,b,1,600
2019/12/16,2019,12,16,2,1900344,1900344_2,1900344_2_1,c,2,1500
2019/4/27,2019,4,27,3,1900344,1900344_3,1900344_3_1,b,2,750
2019/4/27,2019,4,27,3,1900344,1900344_3,1900344_3_2,c,1,1500
2019/1/18,2019,1,18,4,1900344,1900344_4,1900344_4_1,c,3,1750
2019/2/15,2019,2,15,5,1900344,1900344_5,1900344_5_1,b,1,750
2019/11/6,2019,11,6,1,1900345,1900345_1,1900345_1_1,b,1,750
2019/11/28,2019,11,28,1,1900346,1900346_1,1900346_1_1,b,1,750
2019/2/24,2019,2,24,1,1900347,1900347_1,1900347_1_1,b,2,600
2019/12/22,2019,12,22,2,1900347,1900347_2,1900347_2_1,d,2,2500
2019/1/16,2019,1,16,3,1900347,1900347_3,1900347_3_1,b,1,600
2019/1/16,2019,1,16,3,1900347,1900347_3,1900347_3_2,a,1,1200
2019/3/17,2019,3,17,1,1900348,1900348_1,1900348_1_1,a,1,1200
2019/3/17,2019,3,17,1,1900348,1900348_1,1900348_1_2,c,2,1500
2019/6/7,2019,6,7,1,1900349,1900349_1,1900349_1_1,b,1,600
2019/6/7,2019,6,7,1,1900349,1900349_1,1900349_1_2,d,3,2000
2019/1/5,2019,1,5,1,1900350,1900350_1,1900350_1_1,b,1,750
2019/1/5,2019,1,5,1,1900350,1900350_1,1900350_1_2,c,1,1750
2019/3/30,2019,3,30,2,1900350,1900350_2,1900350_2_1,b,3,600
2019/3/30,2019,3,30,2,1900350,1900350_2,1900350_2_2,c,1,1750
2019/1/30,2019,1,30,1,1900351,1900351_1,1900351_1_1,a,1,1000
2019/8/4,2019,8,4,2,1900351,1900351_2,1900351_2_1,a,2,1000
2019/2/1,2019,2,1,3,1900351,1900351_3,1900351_3_1,a,3,1200
2019/7/2,2019,7,2,1,1900352,1900352_1,1900352_1_1,a,2,1200
2019/8/20,2019,8,20,2,1900352,1900352_2,1900352_2_1,c,1,1500
2019/5/16,2019,5,16,1,1900353,1900353_1,1900353_1_1,b,2,900
2019/5/16,2019,5,16,1,1900353,1900353_1,1900353_1_2,c,1,1800
2019/7/23,2019,7,23,1,1900354,1900354_1,1900354_1_1,b,1,750
2019/8/1,2019,8,1,2,1900354,1900354_2,1900354_2_1,b,2,800
2019/8/1,2019,8,1,2,1900354,1900354_2,1900354_2_2,c,1,1500
2019/1/29,2019,1,29,3,1900354,1900354_3,1900354_3_1,a,3,1200
2019/6/21,2019,6,21,4,1900354,1900354_4,1900354_4_1,b,1,600
2019/6/21,2019,6,21,4,1900354,1900354_4,1900354_4_2,c,2,1500
2019/10/20,2019,10,20,5,1900354,1900354_5,1900354_5_1,a,1,1000
2019/10/20,2019,10,20,5,1900354,1900354_5,1900354_5_2,d,1,2500
2019/9/8,2019,9,8,6,1900354,1900354_6,1900354_6_1,c,1,1500
2019/9/8,2019,9,8,6,1900354,1900354_6,1900354_6_2,d,2,2000
2019/9/12,2019,9,12,7,1900354,1900354_7,1900354_7_1,d,1,2500
2019/2/6,2019,2,6,1,1900355,1900355_1,1900355_1_1,a,1,1000
2019/8/7,2019,8,7,2,1900355,1900355_2,1900355_2_1,a,1,1000
2019/12/16,2019,12,16,3,1900355,1900355_3,1900355_3_1,b,1,600
2019/7/6,2019,7,6,1,1900356,1900356_1,1900356_1_1,b,1,750
2019/5/18,2019,5,18,2,1900356,1900356_2,1900356_2_1,b,1,600
2019/5/18,2019,5,18,2,1900356,1900356_2,1900356_2_2,a,1,1200
2019/2/11,2019,2,11,1,1900357,1900357_1,1900357_1_1,b,3,750
2019/10/14,2019,10,14,1,1900358,1900358_1,1900358_1_1,a,1,1000
2019/1/30,2019,1,30,2,1900358,1900358_2,1900358_2_1,a,3,1200
2019/1/30,2019,1,30,2,1900358,1900358_2,1900358_2_2,c,2,1750
2019/5/16,2019,5,16,1,1900359,1900359_1,1900359_1_1,b,2,750
2019/5/16,2019,5,16,1,1900359,1900359_1,1900359_1_2,a,1,1600
2019/4/14,2019,4,14,1,1900360,1900360_1,1900360_1_1,c,2,1750
2019/4/14,2019,4,14,1,1900360,1900360_1,1900360_1_2,a,2,1000
2019/12/30,2019,12,30,2,1900360,1900360_2,1900360_2_1,b,1,750
2019/4/4,2019,4,4,3,1900360,1900360_3,1900360_3_1,b,1,900
2019/4/4,2019,4,4,3,1900360,1900360_3,1900360_3_2,d,2,2000
2019/2/20,2019,2,20,1,1900361,1900361_1,1900361_1_1,a,1,1200
2019/2/20,2019,2,20,1,1900361,1900361_1,1900361_1_2,d,1,2000
2019/1/23,2019,1,23,1,1900362,1900362_1,1900362_1_1,c,1,1500
2019/1/23,2019,1,23,1,1900362,1900362_1,1900362_1_2,d,1,2750
2019/12/23,2019,12,23,1,1900363,1900363_1,1900363_1_1,a,1,1000
2019/11/10,2019,11,10,1,1900364,1900364_1,1900364_1_1,a,2,1000
2019/5/4,2019,5,4,1,1900365,1900365_1,1900365_1_1,c,1,1750
2019/5/23,2019,5,23,2,1900365,1900365_2,1900365_2_1,b,2,600
2019/9/29,2019,9,29,1,1900366,1900366_1,1900366_1_1,a,2,1200
2019/4/28,2019,4,28,2,1900366,1900366_2,1900366_2_1,a,1,1600
2019/4/28,2019,4,28,2,1900366,1900366_2,1900366_2_2,b,2,750
2019/5/9,2019,5,9,3,1900366,1900366_3,1900366_3_1,b,1,600
2019/4/24,2019,4,24,1,1900367,1900367_1,1900367_1_1,b,2,750
2019/9/17,2019,9,17,2,1900367,1900367_2,1900367_2_1,b,1,750
2019/11/5,2019,11,5,3,1900367,1900367_3,1900367_3_1,c,2,1750
2019/7/5,2019,7,5,4,1900367,1900367_4,1900367_4_1,a,1,1000
2019/7/8,2019,7,8,1,1900368,1900368_1,1900368_1_1,b,3,600
2019/11/13,2019,11,13,1,1900369,1900369_1,1900369_1_1,b,1,750
2019/10/30,2019,10,30,2,1900369,1900369_2,1900369_2_1,d,1,2000
2019/10/30,2019,10,30,2,1900369,1900369_2,1900369_2_2,b,1,900
2019/5/10,2019,5,10,1,1900370,1900370_1,1900370_1_1,b,1,750
2019/5/10,2019,5,10,1,1900370,1900370_1,1900370_1_2,a,1,1000
2019/9/21,2019,9,21,1,1900371,1900371_1,1900371_1_1,d,2,2750
2019/9/21,2019,9,21,1,1900371,1900371_1,1900371_1_2,b,3,900
2019/3/10,2019,3,10,2,1900371,1900371_2,1900371_2_1,b,1,750
2019/2/13,2019,2,13,1,1900372,1900372_1,1900372_1_1,d,1,2000
2019/3/6,2019,3,6,2,1900372,1900372_2,1900372_2_1,d,2,3000
2019/3/6,2019,3,6,2,1900372,1900372_2,1900372_2_2,b,2,900
2019/1/17,2019,1,17,1,1900373,1900373_1,1900373_1_1,c,1,1750
2019/4/18,2019,4,18,2,1900373,1900373_2,1900373_2_1,c,2,1500
2019/1/15,2019,1,15,3,1900373,1900373_3,1900373_3_1,a,2,1000
2019/1/15,2019,1,15,3,1900373,1900373_3,1900373_3_2,d,3,2750
2019/6/21,2019,6,21,1,1900374,1900374_1,1900374_1_1,d,1,2750
2019/6/21,2019,6,21,1,1900374,1900374_1,1900374_1_2,b,1,750
2019/5/12,2019,5,12,2,1900374,1900374_2,1900374_2_1,c,1,1500
2019/11/2,2019,11,2,1,1900375,1900375_1,1900375_1_1,a,2,1200
2019/11/20,2019,11,20,1,1900376,1900376_1,1900376_1_1,c,1,1800
2019/11/20,2019,11,20,1,1900376,1900376_1,1900376_1_2,b,1,750
2019/9/2,2019,9,2,1,1900377,1900377_1,1900377_1_1,b,2,600
2019/4/16,2019,4,16,1,1900378,1900378_1,1900378_1_1,d,2,2750
2019/7/20,2019,7,20,2,1900378,1900378_2,1900378_2_1,d,1,2500
2019/5/15,2019,5,15,1,1900379,1900379_1,1900379_1_1,d,1,3000
2019/11/1,2019,11,1,2,1900379,1900379_2,1900379_2_1,b,2,600
2019/11/26,2019,11,26,1,1900380,1900380_1,1900380_1_1,b,3,750
2019/11/26,2019,11,26,1,1900380,1900380_1,1900380_1_2,d,3,2750
2019/5/5,2019,5,5,2,1900380,1900380_2,1900380_2_1,d,1,2000
2019/7/28,2019,7,28,1,1900381,1900381_1,1900381_1_1,c,1,1900
2019/7/28,2019,7,28,1,1900381,1900381_1,1900381_1_2,a,2,1200
2019/7/13,2019,7,13,2,1900381,1900381_2,1900381_2_1,d,1,2000
2019/7/13,2019,7,13,2,1900381,1900381_2,1900381_2_2,a,2,1000
2019/3/14,2019,3,14,1,1900382,1900382_1,1900382_1_1,a,1,1000
2019/3/14,2019,3,14,1,1900382,1900382_1,1900382_1_2,b,2,600
2019/6/12,2019,6,12,1,1900383,1900383_1,1900383_1_1,b,1,750
2019/6/26,2019,6,26,1,1900384,1900384_1,1900384_1_1,c,1,1900
2019/6/26,2019,6,26,1,1900384,1900384_1,1900384_1_2,b,2,600
2019/12/6,2019,12,6,2,1900384,1900384_2,1900384_2_1,a,1,1200
2019/12/6,2019,12,6,2,1900384,1900384_2,1900384_2_2,b,1,750
2019/4/14,2019,4,14,1,1900385,1900385_1,1900385_1_1,d,1,2500
2019/5/27,2019,5,27,1,1900386,1900386_1,1900386_1_1,a,1,1000
2019/5/27,2019,5,27,1,1900386,1900386_1,1900386_1_2,d,3,2500
2019/1/11,2019,1,11,1,1900387,1900387_1,1900387_1_1,b,3,750
2019/5/26,2019,5,26,2,1900387,1900387_2,1900387_2_1,c,3,1750
2019/11/24,2019,11,24,3,1900387,1900387_3,1900387_3_1,b,1,800
2019/4/4,2019,4,4,4,1900387,1900387_4,1900387_4_1,a,3,1000
