Date,ID,Frequency,Age,Sex,Sale,Prefecture,Area,Category
2018/6/2,240,1,59,Male,615,Niigata,Tyubu,Office Supplies
2018/1/12,241,1,44,Female,1087,Gunma,Kanto,Office Supplies
2018/12/5,242,1,44,Male,11577,Okayama,Tyugoku,Furniture
2018/1/8,243,1,34,Male,1571,Niigata,Tyubu,Commodity
2018/1/8,244,1,34,Male,2566,Saitama,Kanto,Commodity
2018/1/2,245,1,51,Male,3245,Hukuoka,Kyusyuu,Office Supplies
2018/3/28,245,2,51,Male,1879,Iwate,Touhoku,Office Supplies
2018/4/4,245,3,51,Male,15808,Hyogo,Kansai,Furniture
2018/4/9,245,4,51,Male,28093,Ibaraki,Kanto,Furniture
2018/8/29,245,5,51,Male,9399,Wakayama,Kansai,Commodity
2018/11/4,245,6,51,Male,1134,Tokyo,Kanto,Office Supplies
2018/1/2,246,1,32,Male,7727,Aichi,Tyubu,Commodity
2018/2/5,246,2,32,Male,1181,Yamaguchi,Tyugoku,Office Supplies
2018/2/13,246,3,32,Male,1894,Tokyo,Kanto,Office Supplies
2018/5/12,246,4,32,Male,2843,Aichi,Tyubu,Furniture
2018/12/21,246,5,32,Male,24058,Kumamoto,Kyusyuu,Commodity
2018/7/15,247,1,46,Female,3004,Gunma,Kanto,Office Supplies
2018/5/28,248,1,22,Male,14205,Oita,Kyusyuu,Office Supplies
2018/3/3,249,1,52,Female,3710,Aichi,Tyubu,Office Supplies
2018/2/2,250,1,22,Male,5639,Hukui,Tyubu,Office Supplies
2018/2/20,250,2,22,Male,415,Wakayama,Kansai,Office Supplies
2018/3/3,250,3,22,Male,12623,Hukuoka,Kyusyuu,Commodity
2018/5/28,250,4,22,Male,4073,Toyama,Tyubu,Commodity
2018/8/4,250,5,22,Male,17587,Shimane,Tyugoku,Commodity
2018/4/3,251,1,55,Male,41201,Niigata,Tyubu,Commodity
2018/7/29,251,2,55,Male,9202,Hokkaido,Hokkaido,Commodity
2018/8/26,251,3,55,Male,10424,Miyagi,Touhoku,Commodity
2018/11/1,251,4,55,Male,6036,Hyogo,Kansai,Furniture
2018/11/1,252,1,55,Male,5315,Nagono,Tyubu,Furniture
2018/1/10,253,1,57,Female,14062,Ehime,Shikoku,Furniture
2018/9/3,253,2,57,Female,10266,Hokkaido,Hokkaido,Office Supplies
2018/10/28,253,3,57,Female,18331,Miyagi,Touhoku,Furniture
2018/4/28,254,1,67,Female,5644,Kagawa,Shikoku,Commodity
2018/2/11,255,1,69,Male,78884,Ishikawa,Tyubu,Furniture
2018/6/29,255,2,69,Male,446,Hokkaido,Hokkaido,Office Supplies
2018/6/29,255,3,69,Male,18277,Kyoto,Kansai,Commodity
2018/8/7,255,4,69,Male,981,Hokkaido,Hokkaido,Office Supplies
2018/2/7,256,1,58,Female,1671,Hukuoka,Kyusyuu,Office Supplies
2018/5/4,256,2,58,Female,5768,Hukushima,Touhoku,Furniture
2018/7/3,256,3,58,Male,13750,Saga,Kyusyuu,Commodity
2018/7/22,256,4,58,Male,1437,Niigata,Tyubu,Office Supplies
2018/2/7,257,1,58,Female,1483,Hukuoka,Kyusyuu,Office Supplies
2018/3/10,258,1,62,Male,945,Yamagata,Touhoku,Office Supplies
2018/12/30,258,2,62,Male,1995,Tochigi,Kanto,Office Supplies
2018/4/28,259,1,39,Male,5327,Kanagawa,Kanto,Commodity
2018/2/17,260,1,39,Male,50942,Miyagi,Touhoku,Commodity
2018/7/18,261,1,39,Male,11661,Osaka,Kansai,Commodity
2018/6/10,262,1,46,Male,10584,Ibaraki,Kanto,Commodity
2018/1/27,263,1,33,Male,1150,Yamagata,Touhoku,Office Supplies
2018/5/21,263,2,33,Female,7232,Oita,Kyusyuu,Furniture
2018/7/16,263,3,33,Male,2790,Oita,Kyusyuu,Office Supplies
2018/8/18,263,4,33,Male,1100,Akita,Touhoku,Office Supplies
2018/10/3,263,5,33,Male,641,Hukuoka,Kyusyuu,Office Supplies
2018/11/23,263,6,33,Male,37900,Kumamoto,Kyusyuu,Furniture
2018/1/21,264,1,33,Female,49900,Niigata,Tyubu,Furniture
2018/11/23,264,2,33,Female,5574,Kumamoto,Kyusyuu,Office Supplies
2018/1/19,265,1,56,Male,11136,Osaka,Kansai,Furniture
2018/3/19,265,2,56,Male,16359,Iwate,Touhoku,Furniture
2018/3/26,265,3,56,Male,6247,Saitama,Kanto,Furniture
2018/4/10,265,4,56,Male,11710,Hukuoka,Kyusyuu,Commodity
2018/5/17,265,5,56,Male,17779,Saitama,Kanto,Commodity
2018/6/18,265,6,56,Male,7686,Kanagawa,Kanto,Office Supplies
2018/7/25,265,7,56,Male,2256,Hiroshima,Tyugoku,Office Supplies
2018/8/15,265,8,56,Male,1993,Hokkaido,Hokkaido,Office Supplies
2018/9/3,265,9,56,Male,21032,Osaka,Kansai,Furniture
2018/10/25,265,10,56,Male,38120,Osaka,Kansai,Furniture
2018/12/16,265,11,56,Male,16987,Tokyo,Kanto,Commodity
2018/12/19,265,12,56,Male,5960,Gihu,Tyubu,Office Supplies
2018/6/10,266,1,26,Male,1616,Chiba,Kanto,Office Supplies
2018/6/8,267,1,56,Male,2581,Osaka,Kansai,Office Supplies
2018/9/12,267,2,56,Male,3447,Aichi,Tyubu,Office Supplies
2018/11/30,267,3,56,Male,2625,Niigata,Tyubu,Office Supplies
2018/12/20,267,4,56,Male,23007,Saitama,Kanto,Commodity
2018/9/9,268,1,56,Female,19703,Tokyo,Kanto,Commodity
2018/6/14,269,1,54,Male,14937,Miyagi,Kyusyuu,Commodity
2018/4/12,270,1,59,Male,14200,Saitama,Kanto,Furniture
2018/12/11,270,2,29,Male,16276,Shizuoka,Tyubu,Office Supplies
2018/4/24,271,1,59,Male,14329,Hiroshima,Tyugoku,Furniture
2018/4/27,271,2,59,Male,20775,Aichi,Tyubu,Furniture
2018/5/21,271,3,59,Male,1702,Kagoshima,Kyusyuu,Office Supplies
2018/10/23,271,4,59,Male,2854,Aichi,Tyubu,Office Supplies
2018/12/11,271,5,59,Male,7576,Kagoshima,Kyusyuu,Furniture
2018/7/18,272,1,64,Male,1371,Shizuoka,Tyubu,Furniture
2018/1/16,273,1,64,Male,2093,Aomori,Touhoku,Office Supplies
2018/5/12,273,2,64,Male,1182,Yamanashi,Tyubu,Office Supplies
2018/7/18,273,3,64,Male,2428,Gunma,Kanto,Furniture
2018/8/20,273,4,64,Male,250,Kumamoto,Kyusyuu,Office Supplies
2018/12/28,273,5,64,Male,7086,Akita,Touhoku,Office Supplies
2018/12/27,274,1,27,Male,15410,Hukuoka,Kyusyuu,Commodity
2018/1/9,275,1,62,Male,1878,Mie,Kansai,Office Supplies
2018/1/31,275,2,62,Male,23510,Kagoshima,Kyusyuu,Commodity
2018/3/22,275,3,62,Male,15862,Saga,Kyusyuu,Furniture
2018/5/9,275,4,62,Male,25219,Mie,Kansai,Commodity
2018/5/12,275,5,62,Male,7326,Ibaraki,Kanto,Furniture
2018/6/6,276,1,38,Male,10336,Kagawa,Shikoku,Furniture
2018/7/7,276,2,38,Male,5473,Kyoto,Kansai,Office Supplies
2018/9/4,276,3,38,Male,1364,Gihu,Tyubu,Office Supplies
2018/10/28,276,4,38,Male,2075,Hukushima,Touhoku,Office Supplies
2018/1/12,277,1,50,Male,17673,Aomori,Touhoku,Office Supplies
2018/6/7,277,2,50,Male,1646,Niigata,Tyubu,Office Supplies
2018/7/3,277,3,50,Male,15498,Hukui,Tyubu,Commodity
2018/11/1,277,4,50,Male,44926,Hukushima,Touhoku,Furniture
2018/11/15,277,5,50,Male,2545,Kochi,Shikoku,Office Supplies
2018/4/22,278,1,50,Female,19174,Chiba,Kanto,Furniture
2018/1/11,279,1,30,Male,2807,Hyogo,Kansai,Office Supplies
2018/4/22,279,2,30,Male,4713,Osaka,Kansai,Office Supplies
2018/6/27,279,3,30,Male,493,Miyagi,Touhoku,Office Supplies
2018/11/30,279,4,30,Male,2722,Chiba,Kanto,Office Supplies
2018/3/19,280,1,39,Female,7877,Aichi,Tyubu,Office Supplies
2018/2/16,281,1,59,Female,1777,Saitama,Kanto,Office Supplies
2018/3/19,282,1,39,Male,35173,Wakayama,Kansai,Commodity
2018/4/15,282,2,39,Male,70973,Iwate,Touhoku,Furniture
2018/6/3,282,3,39,Male,13373,Ibaraki,Kanto,Furniture
2018/6/21,282,4,39,Male,10379,Akita,Touhoku,Furniture
2018/7/15,282,5,39,Male,45098,Tochigi,Kanto,Commodity
2018/9/24,282,6,39,Male,17030,Iwate,Touhoku,Furniture
2018/10/9,282,7,39,Male,17382,Iwate,Touhoku,Commodity
2018/11/1,282,8,39,Male,44982,Osaka,Kansai,Furniture
2018/2/5,283,1,35,Female,1970,Aichi,Tyubu,Commodity
2018/2/23,283,2,35,Male,34452,Ehime,Shikoku,Furniture
2018/4/21,283,3,35,Male,6449,Kumamoto,Kyusyuu,Commodity
2018/5/2,283,4,35,Male,1700,Kyoto,Kansai,Office Supplies
2018/8/28,283,5,35,Female,8644,Aichi,Tyubu,Furniture
2018/10/8,283,6,35,Female,9252,Shimane,Tyugoku,Furniture
2018/12/14,283,7,35,Female,1215,Okayama,Tyugoku,Office Supplies
2018/2/16,284,1,45,Male,15340,Okayama,Tyugoku,Furniture
2018/5/2,285,1,51,Male,1269,Oita,Kyusyuu,Office Supplies
2018/5/20,285,2,51,Male,692,Saitama,Kanto,Office Supplies
2018/11/17,285,3,51,Male,38600,Shizuoka,Tyubu,Commodity
2018/10/22,286,1,27,Male,270,Shizuoka,Tyubu,Office Supplies
2018/5/20,287,1,22,Male,432,Hokkaido,Hokkaido,Office Supplies
2018/3/7,288,1,47,Male,426,Osaka,Kansai,Office Supplies
2018/8/3,288,2,27,Male,1282,Kagoshima,Kyusyuu,Office Supplies
2018/8/13,288,3,27,Male,1448,Chiba,Kanto,Office Supplies
2018/9/19,288,4,47,Male,9294,Saitama,Kanto,Office Supplies
2018/10/22,288,5,47,Male,24246,Shizuoka,Tyubu,Furniture
2018/4/12,289,1,22,Male,22865,Niigata,Tyubu,Furniture
2018/6/26,290,1,35,Male,1904,Saitama,Kanto,Office Supplies
2018/1/10,291,1,37,Female,15289,Gunma,Kanto,Furniture
2018/6/1,291,2,37,Male,1534,Wakayama,Kansai,Office Supplies
2018/7/27,291,3,37,Female,15938,Hyogo,Kansai,Commodity
2018/1/7,292,1,25,Male,1326,Miyagi,Kyusyuu,Office Supplies
2018/1/9,292,2,25,Male,482,Saitama,Kanto,Office Supplies
2018/1/29,292,3,25,Male,600,Tokyo,Kanto,Office Supplies
2018/3/19,292,4,45,Male,7633,Okayama,Tyugoku,Office Supplies
2018/9/6,292,5,45,Male,13584,Hokkaido,Hokkaido,Furniture
2018/10/30,293,1,42,Female,3468,Hokkaido,Hokkaido,Commodity
2018/2/6,294,1,22,Male,16665,Toyama,Tyubu,Furniture
2018/2/6,295,1,22,Male,1949,Aichi,Tyubu,Office Supplies
2018/6/20,295,2,22,Male,2227,Yamagata,Touhoku,Office Supplies
2018/7/30,295,3,22,Male,1466,Tottori,Tyugoku,Office Supplies
2018/9/14,295,4,22,Male,6650,Ibaraki,Kanto,Office Supplies
2018/1/5,296,1,32,Male,1328,Shizuoka,Tyubu,Office Supplies
2018/1/21,296,2,32,Male,18471,Kumamoto,Kyusyuu,Furniture
2018/4/29,296,3,32,Male,10108,Okayama,Tyugoku,Commodity
2018/7/9,296,4,32,Male,11425,Wakayama,Kansai,Office Supplies
2018/7/31,296,5,32,Male,392,Hukushima,Touhoku,Office Supplies
2018/2/19,297,1,66,Male,30039,Hukuoka,Kyusyuu,Commodity
2018/6/4,297,2,66,Male,17718,Hukushima,Touhoku,Office Supplies
2018/6/13,297,3,66,Male,8383,Yamagata,Touhoku,Office Supplies
2018/9/18,298,1,51,Male,6573,Gihu,Tyubu,Commodity
2018/5/27,299,1,49,Female,1549,Chiba,Kanto,Furniture
2018/10/6,299,2,49,Female,875,Kagoshima,Kyusyuu,Office Supplies
2018/10/23,299,3,49,Female,1499,Saitama,Kanto,Office Supplies
2018/11/28,299,4,49,Female,3000,Tokyo,Kanto,Office Supplies
2018/11/30,300,1,31,Male,3695,Chiba,Kanto,Office Supplies
2018/1/18,301,1,31,Male,624,Gihu,Tyubu,Office Supplies
2018/5/26,301,2,31,Male,11582,Toyama,Tyubu,Furniture
2018/6/27,301,3,31,Male,6179,Gihu,Tyubu,Office Supplies
2018/10/19,301,4,31,Male,11444,Kanagawa,Kanto,Furniture
2018/10/19,301,5,31,Male,3029,Hyogo,Kansai,Commodity
2018/11/30,301,6,41,Male,25,Ehime,Shikoku,Office Supplies
2018/2/10,302,1,58,Male,4878,Tottori,Tyugoku,Furniture
2018/4/12,302,2,58,Male,14287,Ibaraki,Kanto,Furniture
2018/4/27,302,3,58,Male,15284,Saga,Kyusyuu,Furniture
2018/5/2,302,4,58,Male,2151,Ibaraki,Kanto,Office Supplies
2018/6/11,302,5,58,Male,16031,Saga,Kyusyuu,Furniture
2018/11/28,303,1,49,Female,1778,Chiba,Kanto,Office Supplies
2018/8/14,304,1,42,Male,25300,Chiba,Kanto,Commodity
2018/9/8,304,2,42,Male,8433,Okayama,Tyugoku,Office Supplies
2018/11/24,304,3,42,Male,28520,Chiba,Kanto,Furniture
2018/12/3,304,4,42,Male,32667,Aichi,Tyubu,Commodity
2018/9/8,305,1,42,Male,3242,Mie,Kansai,Office Supplies
2018/12/3,305,2,42,Male,33464,Hukuoka,Kyusyuu,Furniture
2018/1/1,306,1,60,Male,10271,Shizuoka,Tyubu,Commodity
2018/1/17,306,2,60,Male,32021,Hyogo,Kansai,Commodity
2018/6/18,306,3,60,Male,16997,Ibaraki,Kanto,Office Supplies
2018/10/1,307,1,24,Male,42960,Ibaraki,Kanto,Commodity
2018/2/10,308,1,64,Male,35629,Okayama,Tyugoku,Office Supplies
2018/3/10,308,2,64,Male,23011,Iwate,Touhoku,Commodity
2018/4/25,308,3,64,Male,10439,Tokyo,Kanto,Commodity
2018/6/5,308,4,64,Male,1232,Tottori,Tyugoku,Office Supplies
2018/12/8,308,5,64,Male,2109,Shimane,Tyugoku,Office Supplies
2018/5/4,309,1,46,Male,16662,Ibaraki,Kanto,Commodity
2018/7/28,309,2,46,Male,10507,Saga,Kyusyuu,Furniture
2018/8/20,309,3,26,Male,5468,Saitama,Kanto,Commodity
2018/11/1,309,4,46,Male,4006,Hukuoka,Kyusyuu,Office Supplies
2018/2/16,310,1,31,Male,8600,Miyagi,Touhoku,Furniture
2018/3/10,310,2,31,Male,11236,Shiga,Kansai,Commodity
2018/6/3,310,3,31,Male,541,Hukuoka,Kyusyuu,Office Supplies
2018/8/5,310,4,31,Male,5445,Gunma,Kanto,Furniture
2018/12/1,310,5,31,Male,2950,Saitama,Kanto,Office Supplies
2018/7/20,311,1,49,Female,1751,Kumamoto,Kyusyuu,Office Supplies
2018/11/7,312,1,37,Male,23157,Shizuoka,Tyubu,Furniture
2018/10/1,313,1,37,Male,2553,Shiga,Kansai,Office Supplies
2018/5/9,314,1,41,Male,21959,Kyoto,Kansai,Commodity
2018/6/21,314,2,41,Female,59171,Gihu,Tyubu,Furniture
2018/10/17,314,3,41,Female,12852,Kanagawa,Kanto,Commodity
2018/11/9,314,4,41,Male,35451,Niigata,Tyubu,Commodity
2018/10/17,315,1,41,Female,11465,Aomori,Touhoku,Commodity
2018/8/5,316,1,43,Female,71010,Saga,Kyusyuu,Commodity
2018/4/3,317,1,43,Female,23970,Miyagi,Kyusyuu,Furniture
2018/4/20,317,2,43,Female,582,Chiba,Kanto,Office Supplies
2018/4/22,317,3,43,Female,2451,Hukuoka,Kyusyuu,Commodity
2018/8/5,317,4,43,Female,1026,Akita,Touhoku,Office Supplies
2018/8/13,317,5,43,Female,8143,Ishikawa,Tyubu,Office Supplies
2018/9/8,317,6,43,Female,2908,Saitama,Kanto,Office Supplies
2018/11/24,317,7,43,Female,1478,Nara,Kansai,Office Supplies
2018/2/15,318,1,33,Male,1234,Saitama,Kanto,Office Supplies
2018/2/15,319,1,33,Male,72320,Tochigi,Kanto,Furniture
2018/3/3,319,2,33,Male,1167,Gihu,Tyubu,Commodity
2018/9/13,319,3,33,Male,84629,Saga,Kyusyuu,Furniture
2018/9/22,319,4,33,Male,2375,Toyama,Tyubu,Office Supplies
2018/11/28,319,5,33,Male,3712,Kochi,Shikoku,Office Supplies
2018/11/28,320,1,33,Male,12247,Kanagawa,Kanto,Office Supplies
2018/3/9,321,1,67,Male,4020,Mie,Kansai,Furniture
2018/9/16,321,2,67,Male,2407,Osaka,Kansai,Office Supplies
2018/2/12,322,1,66,Male,1696,Chiba,Kanto,Office Supplies
2018/3/29,322,2,66,Male,418,Mie,Kansai,Office Supplies
2018/10/1,322,3,66,Male,19219,Hyogo,Kansai,Office Supplies
2018/12/3,322,4,66,Male,6571,Niigata,Tyubu,Furniture
2018/12/5,322,5,66,Male,14216,Tokyo,Kanto,Office Supplies
2018/4/1,323,1,45,Male,15599,Aomori,Touhoku,Commodity
2018/6/1,323,2,25,Male,48543,Hokkaido,Hokkaido,Commodity
2018/6/7,323,3,45,Male,11061,Aichi,Tyubu,Furniture
2018/7/19,323,4,45,Male,2023,Toyama,Tyubu,Office Supplies
2018/7/31,323,5,25,Male,5278,Kagoshima,Kyusyuu,Office Supplies
2018/9/12,323,6,45,Male,57395,Aichi,Tyubu,Furniture
2018/10/19,324,1,25,Male,2979,Nagono,Tyubu,Office Supplies
2018/2/6,325,1,67,Male,3746,Saitama,Kanto,Office Supplies
2018/5/14,325,2,67,Male,1326,Nagono,Tyubu,Office Supplies
2018/6/29,325,3,67,Male,1985,Aomori,Touhoku,Office Supplies
2018/7/28,325,4,67,Male,793,Gihu,Tyubu,Commodity
2018/9/11,325,5,67,Male,1905,Osaka,Kansai,Office Supplies
2018/9/11,325,6,67,Male,4011,Osaka,Kansai,Office Supplies
2018/4/30,326,1,29,Female,18739,Hukuoka,Kyusyuu,Commodity
2018/7/3,326,2,29,Female,1278,Chiba,Kanto,Office Supplies
2018/12/5,326,3,29,Female,2315,Osaka,Kansai,Office Supplies
2018/12/7,326,4,29,Female,10306,Wakayama,Kansai,Office Supplies
2018/10/2,327,1,55,Female,4000,Hokkaido,Hokkaido,Office Supplies
2018/4/25,328,1,46,Male,42013,Niigata,Tyubu,Commodity
2018/8/4,328,2,46,Male,20035,Aichi,Tyubu,Furniture
2018/2/2,329,1,55,Female,7013,Hukushima,Touhoku,Office Supplies
2018/2/9,329,2,55,Male,13686,Hukushima,Touhoku,Commodity
2018/4/20,329,3,55,Female,95763,Shimane,Tyugoku,Furniture
2018/4/28,329,4,55,Male,16380,Kagawa,Shikoku,Commodity
2018/5/3,329,5,55,Female,9073,Hokkaido,Hokkaido,Office Supplies
2018/8/11,329,6,55,Male,93086,Gihu,Tyubu,Furniture
2018/11/19,329,7,55,Female,1387,Hyogo,Kansai,Office Supplies
2018/11/23,329,8,55,Male,2845,Saga,Kyusyuu,Office Supplies
2018/4/10,330,1,51,Male,7282,Gunma,Kanto,Office Supplies
2018/4/28,330,2,51,Male,17842,Shizuoka,Tyubu,Office Supplies
2018/8/12,330,3,51,Male,12890,Kagoshima,Kyusyuu,Furniture
2018/10/31,330,4,51,Male,28149,Shiga,Kansai,Commodity
2018/12/1,330,5,51,Male,2467,Kagawa,Shikoku,Office Supplies
2018/1/20,331,1,43,Male,8224,Gihu,Tyubu,Office Supplies
2018/2/16,331,2,43,Male,2363,Nagasaki,Kyusyuu,Office Supplies
2018/6/27,331,3,43,Male,38303,Shimane,Tyugoku,Furniture
2018/11/21,331,4,43,Male,14488,Yamagata,Touhoku,Furniture
2018/7/31,332,1,47,Female,1209,Yamaguchi,Tyugoku,Office Supplies
2018/6/13,333,1,67,Female,938,Ehime,Shikoku,Office Supplies
2018/9/24,333,2,67,Female,2148,Osaka,Kansai,Office Supplies
2018/5/20,334,1,67,Female,6192,Hukushima,Touhoku,Furniture
2018/7/31,334,2,67,Male,21044,Hukui,Tyubu,Furniture
2018/8/10,334,3,67,Male,1866,Kumamoto,Kyusyuu,Office Supplies
2018/9/26,334,4,67,Female,3034,Yamanashi,Tyubu,Office Supplies
2018/10/24,334,5,67,Female,763,Akita,Touhoku,Office Supplies
2018/6/7,335,1,31,Female,21110,Iwate,Touhoku,Commodity
2018/11/3,335,2,31,Female,2476,Shizuoka,Tyubu,Office Supplies
2018/12/7,336,1,21,Female,4329,Chiba,Kanto,Furniture
2018/8/13,337,1,20,Male,10815,Okayama,Tyugoku,Commodity
2018/9/13,337,2,20,Male,2304,Gihu,Tyubu,Office Supplies
2018/12/7,337,3,20,Male,2504,Chiba,Kanto,Commodity
2018/1/4,338,1,46,Female,1728,Tottori,Tyugoku,Office Supplies
2018/3/28,339,1,46,Female,25558,Hukui,Tyubu,Office Supplies
2018/1/4,340,1,46,Female,44374,Hokkaido,Hokkaido,Furniture
2018/3/28,340,2,46,Female,1474,Toyama,Tyubu,Office Supplies
2018/9/20,340,3,46,Female,11280,Yamanashi,Tyubu,Furniture
2018/1/20,341,1,29,Male,2544,Hukuoka,Kyusyuu,Office Supplies
2018/2/13,341,2,29,Male,1728,Hukuoka,Kyusyuu,Office Supplies
2018/7/8,341,3,29,Male,11099,Hokkaido,Hokkaido,Commodity
2018/9/16,341,4,29,Male,31175,Kagoshima,Kyusyuu,Furniture
2018/12/25,341,5,29,Male,21339,Yamagata,Touhoku,Furniture
2018/2/28,342,1,42,Male,33177,Tokyo,Kanto,Commodity
2018/9/8,342,2,42,Male,12503,Shizuoka,Tyubu,Commodity
2018/10/8,342,3,42,Male,1599,Nagono,Tyubu,Office Supplies
2018/9/8,343,1,42,Female,12583,Hukushima,Touhoku,Furniture
2018/6/16,344,1,51,Male,310,Niigata,Tyubu,Office Supplies
2018/10/22,344,2,51,Male,6969,Kagawa,Shikoku,Office Supplies
2018/12/22,344,3,51,Male,2455,Osaka,Kansai,Office Supplies
2018/2/11,345,1,32,Male,6065,Shiga,Kansai,Office Supplies
2018/4/12,345,2,32,Male,593,Kyoto,Kansai,Office Supplies
2018/5/12,345,3,32,Male,19673,Osaka,Kansai,Furniture
2018/12/12,346,1,60,Male,2910,Hyogo,Kansai,Office Supplies
2018/1/13,347,1,50,Male,1193,Iwate,Touhoku,Office Supplies
2018/2/9,347,2,50,Male,10886,Chiba,Kanto,Furniture
2018/2/16,347,3,50,Male,2451,Kyoto,Kansai,Office Supplies
2018/3/19,347,4,50,Male,14669,Hukuoka,Kyusyuu,Furniture
2018/4/15,347,5,50,Male,19260,Tokushima,Shikoku,Commodity
2018/5/8,347,6,50,Male,7132,Miyagi,Kyusyuu,Commodity
2018/5/12,347,7,50,Male,7602,Tochigi,Kanto,Office Supplies
2018/6/1,347,8,50,Male,22282,Saitama,Kanto,Office Supplies
2018/7/13,347,9,50,Male,243,Saitama,Kanto,Office Supplies
2018/12/12,347,10,50,Male,19520,Aichi,Tyubu,Furniture
2018/1/25,348,1,46,Male,1084,Hukushima,Touhoku,Office Supplies
2018/10/31,348,2,46,Male,1630,Hyogo,Kansai,Office Supplies
2018/12/9,348,3,46,Male,7453,Miyagi,Touhoku,Office Supplies
2018/4/12,349,1,28,Male,5014,Hokkaido,Hokkaido,Commodity
2018/4/29,349,2,28,Male,30503,Kochi,Shikoku,Commodity
2018/6/28,349,3,28,Male,12602,Miyagi,Kyusyuu,Commodity
2018/3/4,350,1,35,Male,713,Hukushima,Touhoku,Office Supplies
2018/8/9,350,2,35,Male,2182,Hokkaido,Hokkaido,Office Supplies
2018/10/22,350,3,35,Male,17734,Kyoto,Kansai,Furniture
2018/5/17,351,1,46,Male,14540,Chiba,Kanto,Furniture
2018/4/5,352,1,46,Male,14086,Hokkaido,Hokkaido,Furniture
2018/9/21,352,2,46,Female,3551,Osaka,Kansai,Office Supplies
2018/11/18,352,3,46,Female,8539,Nagono,Tyubu,Office Supplies
2018/9/3,353,1,40,Male,10911,Tokyo,Kanto,Office Supplies
2018/11/9,354,1,69,Female,827,Yamanashi,Tyubu,Furniture
2018/2/5,355,1,39,Male,4315,Tochigi,Kanto,Office Supplies
2018/3/8,355,2,39,Male,25595,Oita,Kyusyuu,Commodity
2018/4/15,355,3,39,Male,3039,Ibaraki,Kanto,Office Supplies
2018/4/20,355,4,39,Female,2733,Hukui,Tyubu,Office Supplies
2018/6/7,355,5,39,Male,1265,Hokkaido,Hokkaido,Office Supplies
2018/11/9,355,6,49,Female,9968,Kagoshima,Kyusyuu,Office Supplies
2018/2/10,356,1,29,Male,12760,Yamaguchi,Tyugoku,Furniture
2018/6/1,356,2,29,Male,7870,Kanagawa,Kanto,Commodity
2018/7/5,356,3,29,Male,14684,Hukushima,Touhoku,Furniture
2018/7/14,356,4,29,Male,40967,Akita,Touhoku,Commodity
2018/7/31,357,1,21,Male,117,Nagono,Tyubu,Office Supplies
2018/1/15,358,1,33,Female,4104,Hukuoka,Kyusyuu,Office Supplies
2018/4/4,359,1,51,Female,14933,Yamanashi,Tyubu,Furniture
2018/1/31,360,1,33,Female,4297,Okayama,Tyugoku,Furniture
2018/2/24,360,2,33,Female,1607,Hokkaido,Hokkaido,Office Supplies
2018/9/7,360,3,33,Female,3629,Hyogo,Kansai,Commodity
2018/10/4,360,4,33,Female,10326,Gunma,Kanto,Furniture
2018/12/13,360,5,33,Female,1250,Kyoto,Kansai,Office Supplies
2018/8/7,361,1,25,Female,3292,Chiba,Kanto,Commodity
2018/12/23,361,2,65,Female,25045,Shizuoka,Tyubu,Furniture
2018/1/23,362,1,55,Female,5264,Iwate,Touhoku,Commodity
2018/3/20,362,2,55,Female,10328,Ibaraki,Kanto,Furniture
2018/3/23,363,1,51,Male,1186,Ibaraki,Kanto,Office Supplies
2018/5/12,363,2,51,Male,4108,Osaka,Kansai,Commodity
2018/5/28,363,3,51,Male,9302,Aichi,Tyubu,Office Supplies
2018/7/27,363,4,51,Male,20956,Kagoshima,Kyusyuu,Furniture
2018/8/25,363,5,51,Male,487,Nara,Kansai,Office Supplies
2018/2/15,364,1,31,Female,12938,Hokkaido,Hokkaido,Furniture
2018/3/9,365,1,31,Female,4549,Toyama,Tyubu,Furniture
2018/5/10,365,2,31,Female,857,Nara,Kansai,Office Supplies
2018/7/6,365,3,31,Female,2261,Tochigi,Kanto,Office Supplies
2018/4/3,366,1,55,Female,1998,Osaka,Kansai,Office Supplies
2018/5/23,366,2,55,Female,5903,Chiba,Kanto,Office Supplies
2018/11/22,366,3,55,Female,251,Chiba,Kanto,Office Supplies
2018/1/19,367,1,55,Female,27958,Okayama,Tyugoku,Furniture
2018/8/28,368,1,54,Male,11250,Yamagata,Touhoku,Furniture
2018/1/4,369,1,25,Male,3218,Gihu,Tyubu,Office Supplies
2018/1/27,369,2,48,Male,6403,Tokushima,Shikoku,Office Supplies
2018/2/17,369,3,48,Male,8495,Shiga,Kansai,Furniture
2018/3/8,369,4,25,Male,16932,Hukuoka,Kyusyuu,Commodity
2018/3/30,369,5,25,Male,2284,Nagasaki,Kyusyuu,Office Supplies
2018/4/1,369,6,25,Male,1764,Osaka,Kansai,Office Supplies
2018/8/7,369,7,25,Male,4144,Ishikawa,Tyubu,Commodity
2018/3/7,370,1,25,Male,18317,Miyagi,Kyusyuu,Furniture
2018/4/11,370,2,25,Male,8195,Niigata,Tyubu,Office Supplies
2018/5/23,370,3,25,Male,3987,Yamaguchi,Tyugoku,Commodity
2018/2/24,371,1,31,Male,3134,Ibaraki,Kanto,Office Supplies
2018/5/12,371,2,31,Male,11824,Tokyo,Kanto,Furniture
2018/10/1,371,3,31,Male,3889,Nagono,Tyubu,Office Supplies
2018/4/2,372,1,33,Male,10286,Hukuoka,Kyusyuu,Commodity
2018/7/10,372,2,33,Male,1704,Hukuoka,Kyusyuu,Office Supplies
