ID,Age,Sex,Address,Frequency
1900803,26,Female,Kyuusyuu,1
1900804,45,Male,Kanto,2
1900805,39,Male,Kyuusyuu,1
1900806,43,Male,Kanto,2
1900807,25,Female,Kinki,5
1900808,37,Female,Tyubu,2
1900809,35,Female,Kanto,2
1900810,53,Female,Kyuusyuu,2
1900811,58,Female,Shikoku,4
1900812,45,Female,Tohoku,2
1900813,49,Male,Tyubu,2
1900814,64,Female,Kanto,1
1900815,23,Female,Shikoku,1
1900816,66,Male,Tyubu,5
1900817,44,Female,Kyuusyuu,4
1900818,55,Female,Kanto,1
1900819,68,Female,Kanto,3
1900820,28,Male,Kanto,1
1900821,34,Female,Kyuusyuu,1
1900822,34,Female,Tohoku,2
1900823,42,Male,Kanto,2
1900824,52,Female,Kanto,4
1900825,26,Female,Shikoku,1
1900826,22,Female,Tohoku,1
1900827,21,Female,Kyuusyuu,1
1900828,37,Female,Kanto,1
1900829,31,Male,Kanto,1
1900830,42,Female,Tyuugoku,1
1900831,54,Female,Tohoku,1
1900832,27,Male,Tyubu,1
1900833,24,Female,Tyubu,3
1900834,28,Female,Tohoku,3
1900835,32,Male,Hokkaido,1
1900836,37,Female,Kinki,1
1900837,38,Female,Tyubu,1
1900838,67,Female,Tyubu,2
1900839,23,Female,Kanto,1
1900840,21,Female,Kyuusyuu,1
1900841,26,Female,Kyuusyuu,1
1900842,21,Female,Hokkaido,1
1900843,28,Female,Kyuusyuu,1
1900844,42,Male,Kanto,1
1900845,59,Female,Shikoku,2
1900846,55,Female,Kanto,1
1900847,32,Female,Tohoku,1
1900848,57,Female,Tyuugoku,6
1900849,55,Female,Kanto,1
1900850,22,Male,Tohoku,3
1900851,36,Male,Tohoku,2
1900852,25,Female,Shikoku,1
1900853,64,Female,Kanto,5
1900854,65,Female,Kanto,5
1900855,21,Female,Kyuusyuu,2
1900856,27,Female,Tyuugoku,1
1900857,34,Female,Kinki,1
1900858,33,Female,Kinki,2
1900859,31,Male,Tyubu,1
1900860,24,Male,Kinki,2
1900861,37,Female,Kinki,1
1900862,39,Male,Tohoku,2
1900863,47,Female,Kanto,1
1900864,45,Female,Kyuusyuu,1
1900865,42,Male,Kanto,2
1900866,69,Female,Kinki,1
1900867,28,Male,Kyuusyuu,2
1900868,24,Male,Shikoku,1
1900869,23,Female,Kanto,2
1900870,32,Female,Kanto,1
1900871,55,Female,Kanto,6
1900872,56,Female,Kyuusyuu,6
1900873,66,Female,Shikoku,4
1900874,29,Male,Kyuusyuu,1
1900875,46,Female,Kanto,1
1900876,69,Female,Tohoku,2
1900877,23,Female,Kyuusyuu,2
1900878,56,Male,Hokkaido,4
1900879,26,Male,Tyubu,1
1900880,27,Male,Kanto,2
1900881,26,Female,Kanto,1
1900882,47,Female,Kanto,1
1900883,24,Female,Tohoku,1
1900884,49,Female,Kyuusyuu,4
1900885,22,Female,Kinki,1
1900886,38,Female,Hokkaido,1
1900887,24,Female,Kanto,1
1900888,35,Female,Kanto,1
1900889,36,Female,Kyuusyuu,1
1900890,29,Female,Kyuusyuu,2
1900891,26,Female,Kanto,5
1900892,37,Female,Kanto,1
1900893,28,Female,Kinki,1
1900894,32,Female,Tohoku,1
1900895,21,Female,Shikoku,1
1900896,32,Male,Kinki,1
1900897,46,Male,Kanto,1
1900898,44,Female,Kyuusyuu,1
1900899,44,Male,Shikoku,2
1900900,48,Female,Hokkaido,1
1900901,23,Female,Kyuusyuu,2
1900902,26,Female,Kanto,1
1900903,36,Female,Kanto,2
1900904,24,Female,Kanto,1
1900905,28,Male,Tyubu,5
1900906,27,Male,Kanto,1
1900907,34,Male,Kinki,2
1900908,37,Female,Kinki,2
1900909,35,Female,Tohoku,1
1900910,37,Female,Kyuusyuu,2
1900911,48,Female,Shikoku,1
1900912,24,Female,Hokkaido,1
1900913,47,Female,Kanto,1
1900914,47,Male,Tohoku,1
1900915,25,Female,Kinki,1
1900916,34,Female,Kanto,1
1900917,31,Male,Tyubu,1
1900918,37,Female,Kanto,2
1900919,46,Female,Tohoku,1
1900920,28,Male,Tyuugoku,1
1900921,44,Male,Kanto,7
1900922,58,Female,Tyuugoku,3
1900923,21,Female,Tyuugoku,1
1900924,34,Female,Kanto,1
1900925,24,Male,Hokkaido,1
1900926,28,Female,Kinki,1
1900927,32,Male,Kyuusyuu,1
1900928,43,Female,Kyuusyuu,1
1900929,59,Female,Kanto,2
1900930,39,Female,Kanto,1
1900931,33,Female,Kinki,1
1900932,47,Male,Kyuusyuu,2
1900933,39,Female,Kinki,2
1900934,36,Male,Kanto,1
1900935,47,Female,Kanto,1
1900936,44,Male,Kinki,1
1900937,21,Male,Tohoku,1
1900938,32,Female,Kanto,1
1900939,32,Female,Kinki,1
1900940,46,Male,Kanto,1
1900941,63,Female,Tohoku,2
1900942,68,Female,Kinki,2
1900943,38,Male,Tyuugoku,1
1900944,21,Male,Kanto,2
1900945,29,Male,Kanto,1
1900946,65,Female,Kanto,1
1900947,25,Female,Kanto,6
1900948,24,Female,Kinki,7
1900949,31,Female,Tohoku,1
1900950,39,Female,Shikoku,1
1900951,41,Female,Kyuusyuu,1
1900952,46,Female,Kinki,1
1900953,24,Female,Kinki,1
1900954,25,Female,Tohoku,1
1900955,24,Male,Kanto,1
1900956,37,Female,Kyuusyuu,1
1900957,34,Female,Hokkaido,1
1900958,41,Male,Kanto,1
1900959,53,Female,Kanto,3
1900960,63,Female,Kyuusyuu,5
1900961,35,Female,Tyuugoku,2
1900962,57,Female,Tohoku,3
1900963,55,Female,Kinki,4
1900964,28,Female,Kyuusyuu,5
1900965,32,Female,Kanto,2
1900966,24,Male,Kinki,1
1900967,59,Female,Kyuusyuu,6
1900968,25,Male,Kyuusyuu,1
1900969,32,Female,Tyubu,1
1900970,31,Female,Kanto,1
1900971,36,Female,Tyubu,1
1900972,48,Female,Kinki,2
1900973,56,Female,Tyuugoku,1
1900974,27,Male,Kinki,1
1900975,25,Female,Kyuusyuu,1
1900976,38,Female,Kinki,1
1900977,34,Female,Hokkaido,1
1900978,23,Male,Tohoku,1
1900979,32,Female,Shikoku,3
1900980,47,Female,Kanto,2
1900981,25,Female,Kanto,2
1900982,23,Female,Kyuusyuu,5
1900983,26,Female,Kanto,7
1900984,52,Female,Kyuusyuu,1
1900985,26,Female,Tyuugoku,1
1900986,44,Female,Kanto,1
1900987,61,Female,Kanto,1
1900988,24,Male,Kinki,1
1900989,26,Female,Tohoku,1
1900990,37,Female,Kanto,1
1900991,33,Male,Tyubu,2
1900992,69,Female,Kanto,2
1900993,37,Female,Kinki,2
1900994,27,Female,Kyuusyuu,2
1900995,36,Female,Kanto,2
1900996,25,Female,Kyuusyuu,1
1900997,55,Female,Kinki,4
1900998,28,Male,Kyuusyuu,7
1900999,41,Male,Kinki,1
1901000,48,Female,Kanto,1
1901001,38,Male,Kinki,2
1901002,34,Male,Tyuugoku,1
1901003,62,Female,Kanto,2
1901004,24,Female,Kyuusyuu,1
1901005,33,Male,Kanto,8
1901006,33,Female,Tohoku,2
1901007,29,Male,Tyuugoku,12
1901008,42,Female,Kyuusyuu,2
1901009,22,Female,Kanto,1
1901010,25,Female,Tohoku,2
1901011,31,Female,Kyuusyuu,1
1901012,49,Female,Tohoku,1
1901013,54,Female,Kyuusyuu,3
1901014,63,Female,Kanto,2
1901015,37,Female,Kanto,1
1901016,66,Female,Hokkaido,1
1901017,29,Male,Kyuusyuu,2
1901018,37,Female,Kyuusyuu,1
1901019,49,Male,Kanto,2
1901020,54,Female,Tyuugoku,4
1901021,44,Male,Tohoku,1
1901022,54,Female,Kinki,1
1901023,25,Female,Hokkaido,1
1901024,29,Female,Kanto,1
1901025,26,Female,Kinki,1
1901026,26,Female,Kyuusyuu,1
1901027,29,Male,Kinki,1
1901028,22,Female,Kinki,1
1901029,53,Female,Kanto,1
1901030,28,Male,Kinki,1
1901031,22,Male,Tohoku,2
1901032,24,Female,Kyuusyuu,1
1901033,21,Female,Kanto,1
1901034,62,Female,Kyuusyuu,2
1901035,29,Female,Kinki,1
1901036,27,Female,Kanto,1
1901037,25,Female,Tohoku,2
1901038,36,Male,Tohoku,2
1901039,25,Female,Kanto,1
1901040,37,Female,Shikoku,1
1901041,47,Female,Shikoku,1
1901042,25,Male,Tohoku,1
1901043,29,Female,Kyuusyuu,2
1901044,24,Female,Kanto,1
1901045,23,Female,Tohoku,1
1901046,48,Female,Kyuusyuu,2
1901047,28,Female,Kanto,1
1901048,28,Female,Tohoku,3
1901049,45,Female,Kyuusyuu,4
1901050,49,Female,Kyuusyuu,2
1901051,25,Female,Kinki,2
1901052,47,Female,Hokkaido,1
1901053,61,Female,Tohoku,3
1901054,21,Male,Kanto,1
1901055,36,Female,Kyuusyuu,2
1901056,61,Male,Tyubu,3
1901057,29,Female,Kanto,1
1901058,34,Female,Kanto,2
1901059,58,Male,Kinki,3
1901060,52,Female,Kanto,1
1901061,64,Male,Kanto,3
1901062,31,Female,Kanto,2
1901063,27,Female,Kinki,1
1901064,35,Male,Kanto,2
1901065,61,Female,Kanto,4
1901066,34,Female,Hokkaido,2
1901067,41,Female,Kanto,2
1901068,41,Male,Kyuusyuu,2
1901069,43,Female,Kinki,1
1901070,47,Female,Tohoku,3
1901071,24,Female,Kanto,1
1901072,21,Male,Tyubu,1
1901073,37,Female,Kanto,1
1901074,26,Female,Tyuugoku,1
1901075,35,Female,Kinki,1
1901076,32,Female,Kyuusyuu,1
1901077,38,Male,Tohoku,2
1901078,32,Male,Shikoku,1
1901079,42,Male,Kanto,1
1901080,29,Male,Kinki,1
1901081,22,Female,Kyuusyuu,1
1901082,39,Male,Shikoku,1
1901083,36,Female,Tohoku,1
1901084,47,Male,Kanto,4
1901085,26,Female,Kinki,1
1901086,31,Male,Tohoku,1
1901087,63,Female,Kanto,2
1901088,34,Female,Hokkaido,2
1901089,41,Male,Kinki,2
1901090,64,Female,Hokkaido,2
1901091,21,Female,Tyubu,1
1901092,64,Female,Tyuugoku,1
1901093,34,Female,Kanto,1
1901094,25,Female,Hokkaido,2
1901095,26,Male,Kanto,1
1901096,37,Female,Tohoku,2
1901097,38,Female,Kinki,1
1901098,35,Male,Hokkaido,1
1901099,33,Female,Kyuusyuu,1
1901100,68,Female,Kyuusyuu,2
1901101,22,Male,Tyuugoku,1
1901102,28,Female,Tyubu,1
1901103,27,Male,Tyuugoku,1
1901104,31,Female,Tyuugoku,1
1901105,43,Male,Shikoku,1
1901106,27,Female,Kanto,3
1901107,21,Male,Tohoku,2
1901108,46,Female,Kanto,3
1901109,61,Female,Kyuusyuu,2
1901110,25,Male,Kyuusyuu,2
1901111,39,Female,Kyuusyuu,1
1901112,56,Female,Kanto,4
1901113,27,Female,Kinki,1
1901114,22,Female,Tohoku,2
1901115,26,Male,Kyuusyuu,1
1901116,33,Female,Kyuusyuu,2
1901117,46,Female,Kyuusyuu,4
1901118,21,Male,Kanto,3
1901119,39,Male,Kanto,1
1901120,42,Female,Tyubu,2
1901121,47,Female,Kanto,1
1901122,25,Female,Hokkaido,1
1901123,32,Female,Hokkaido,2
1901124,37,Male,Kanto,1
1901125,41,Male,Kyuusyuu,2
1901126,28,Female,Kanto,1
1901127,34,Male,Kyuusyuu,1
1901128,37,Female,Kanto,2
1901129,42,Male,Hokkaido,8
1901130,62,Male,Tohoku,1
1901131,23,Female,Kanto,2
1901132,44,Female,Tyubu,2
1901133,29,Female,Kyuusyuu,1
1901134,27,Female,Tyuugoku,2
1901135,34,Male,Kanto,1
1901136,23,Male,Tohoku,1
1901137,22,Female,Tohoku,1
1901138,29,Female,Tyuugoku,1
1901139,26,Female,Kyuusyuu,1
1901140,23,Male,Tohoku,1
1901141,31,Male,Kinki,2
1901142,45,Female,Kinki,1
1901143,23,Female,Kyuusyuu,2
1901144,37,Male,Tyuugoku,1
1901145,36,Female,Hokkaido,2
1901146,21,Male,Tohoku,1
1901147,42,Female,Kyuusyuu,2
1901148,66,Male,Kyuusyuu,2
1901149,62,Female,Tohoku,3
1901150,21,Female,Kanto,1
1901151,23,Male,Kanto,2
1901152,41,Female,Tohoku,2
1901153,31,Male,Kanto,2
1901154,42,Male,Tohoku,1
1901155,37,Female,Tyubu,2
1901156,28,Male,Kyuusyuu,1
1901157,25,Female,Kyuusyuu,1
1901158,26,Female,Kanto,1
1901159,33,Female,Hokkaido,2
1901160,37,Male,Kanto,2
1901161,39,Female,Hokkaido,1
1901162,29,Male,Kyuusyuu,1
1901163,32,Male,Kinki,2
1901164,38,Female,Hokkaido,2
1901165,35,Female,Kanto,1
1901166,28,Male,Kinki,2
1901167,22,Female,Tyuugoku,1
1901168,39,Female,Kanto,2
1901169,29,Male,Kanto,1
1901170,27,Female,Tyuugoku,1
1901171,35,Male,Tyubu,1
1901172,27,Male,Kanto,1
1901173,25,Male,Kyuusyuu,2
1901174,64,Female,Kinki,1
1901175,29,Male,Tyubu,1
1901176,29,Female,Kyuusyuu,1
1901177,22,Male,Kyuusyuu,1
1901178,38,Male,Tyubu,1
1901179,28,Female,Kyuusyuu,1
1901180,31,Female,Tyubu,1
1901181,61,Female,Shikoku,4
1901182,31,Female,Tyubu,1
1901183,39,Female,Kyuusyuu,1
1901184,44,Male,Tyuugoku,2
1901185,38,Female,Kyuusyuu,2
1901186,31,Female,Kinki,1
1901187,32,Female,Hokkaido,2
1901188,57,Male,Kanto,2
1901189,59,Female,Kanto,1
1901190,36,Female,Kanto,1
1901191,63,Female,Tohoku,3
1901192,26,Female,Kanto,1
1901193,23,Male,Kanto,1
1901194,21,Female,Kanto,1
1901195,33,Male,Tyubu,3
1901196,42,Male,Tohoku,1
1901197,24,Female,Kyuusyuu,1
1901198,26,Male,Shikoku,1
1901199,34,Male,Tyubu,1
1901200,67,Female,Tyubu,2
1901201,46,Male,Tohoku,1
1901202,46,Female,Kinki,1
1901203,52,Female,Kanto,3
1901204,25,Female,Kyuusyuu,1
1901205,21,Female,Tohoku,8
1901206,32,Female,Shikoku,1
1901207,42,Female,Tohoku,5
1901208,42,Female,Kyuusyuu,2
1901209,63,Male,Tyubu,2
1901210,26,Male,Kanto,1
1901211,44,Female,Kyuusyuu,1
1901212,25,Male,Kanto,1
1901213,26,Male,Kanto,2
1901214,41,Female,Kanto,7
1901215,24,Male,Tohoku,4
1901216,31,Male,Shikoku,2
1901217,38,Female,Tyubu,1
1901218,35,Female,Hokkaido,1
1901219,53,Male,Kanto,1
1901220,32,Female,Kanto,1
1901221,63,Female,Kyuusyuu,5
